Company,Founded Date,Closed Date,Funding Rounds,Last Funding Date,Last Funding Amount,Total Funding Amount,Status,Funding Type,Money Raised,Announced On Date
Procured Health,2012-01-01,,3,2016-06-14,"$10,000,000 ","$15,100,000 ",Operating,Series B,"$10,000,000 ",2016-06-14
Produce Run,2014-08-01,,1,2014-08-05,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2014-08-05
ProfStream,2016-03-01,,1,2012-05-14,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2012-05-14
Prognos Health,2015-06-15,,1,2015-07-28,"$5,000 ","$5,000 ",Closed,Seed,"$5,000 ",2015-07-28
Progressly,2014-01-01,,1,2016-09-20,"$6,000,000 ","$6,000,000 ",Operating,Series A,"$6,000,000 ",2016-09-20
Project Cohort,2017-04-01,,1,2017-04-01,"$1,800,000 ","$1,800,000 ",Operating,Seed,"$1,800,000 ",2017-04-01
Projector,2015-01-01,,1,2016-04-06,"$4,500,000 ","$4,500,000 ",Operating,Seed,"$4,500,000 ",2016-04-06
Prolaera,2015-04-01,,2,2017-05-08,"$150,000 ","$185,000 ",Operating,Seed,"$150,000 ",2017-05-08
Proletariat,2012-11-01,,1,2015-02-10,"$6,000,000 ","$6,000,000 ",Operating,Series A,"$6,000,000 ",2015-02-10
PromoRepublic,2015-01-01,,11,2017-06-27,"$1,200,000 ","$2,026,986 ",Operating,Seed,"$1,200,000 ",2017-06-27
PromoRepublic,2015-01-01,,11,2017-06-27,"$1,200,000 ","$2,026,986 ",Operating,Seed,"$60,000 ",2012-07-01
PromoRepublic,2015-01-01,,11,2017-06-27,"$1,200,000 ","$2,026,986 ",Operating,Seed,"$20,000 ",2013-01-10
Promoco,2013-01-01,,1,2013-01-01,"$30,000 ","$30,000 ",Operating,Seed,"$30,000 ",2013-01-01
Prompt.ly,2013-01-01,2016-12-30,1,2013-11-25,"$1,500,000 ","$1,500,000 ",Was Acquired,Seed,"$1,500,000 ",2013-11-25
Proof,2015-04-08,,4,2017-01-18,"$2,400,000 ","$3,508,000 ",Operating,Seed,"$2,400,000 ",2017-01-18
Proof,2015-04-08,,4,2017-01-18,"$2,400,000 ","$3,508,000 ",Operating,Seed,"$440,000 ",2016-06-03
Proof,2015-04-08,,4,2017-01-18,"$2,400,000 ","$3,508,000 ",Operating,Seed,"$288,000 ",2015-12-01
ProofPilot,2014-01-01,,2,2016-05-10,"$1,850,000 ","$1,870,000 ",Operating,Seed,"$1,850,000 ",2016-05-10
ProofPilot,2014-01-01,,2,2016-05-10,"$1,850,000 ","$1,870,000 ",Operating,Seed,"$20,000 ",2014-01-01
Propel,2014-01-01,,3,2017-04-27,"$4,000,000 ","$5,400,000 ",Operating,Seed,"$4,000,000 ",2017-04-27
Propel,2014-01-01,,3,2017-04-27,"$4,000,000 ","$5,400,000 ",Operating,Seed,"$1,150,000 ",2015-06-11
Propel(X),2014-08-01,,1,2015-06-01,"$1,500,000 ","$1,500,000 ",Operating,Seed,"$1,500,000 ",2015-06-01
PropelPLM,2015-01-01,,1,2016-03-10,"$4,200,000 ","$4,200,000 ",Operating,Series A,"$4,200,000 ",2016-03-10
Propeller,2013-01-01,,1,2013-06-27,"$1,250,000 ","$1,250,000 ",Was Acquired,Seed,"$1,250,000 ",2013-06-27
"Property Connect, Inc.",2012-06-01,,1,2012-09-01,"$600,000 ","$600,000 ",Operating,Seed,"$600,000 ",2012-09-01
Property Meld,2014-05-01,,2,2017-02-01,"$150,000 ","$330,000 ",Operating,Seed,"$180,000 ",2014-06-01
Property Meld,2014-05-01,,2,2017-02-01,"$150,000 ","$330,000 ",Operating,Seed,"$150,000 ",2017-02-01
Pros' Corner,2014-09-08,,1,2014-01-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2014-01-01
Prospectify,2016-01-01,,1,2017-03-22,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2017-03-22
Prostate Management Diagnostics,2014-01-01,,1,2014-11-07,"$1,060,000 ","$1,060,000 ",Operating,Series A,"$1,060,000 ",2014-11-07
ProtectWise,2013-04-01,,4,2017-01-18,"$25,000,000 ","$62,150,000 ",Operating,Seed,"$3,050,000 ",2013-05-03
ProtectWise,2013-04-01,,4,2017-01-18,"$25,000,000 ","$62,150,000 ",Operating,Series A,"$14,100,000 ",2014-06-10
ProtectWise,2013-04-01,,4,2017-01-18,"$25,000,000 ","$62,150,000 ",Operating,Series B,"$25,000,000 ",2017-01-18
ProtectWise,2013-04-01,,4,2017-01-18,"$25,000,000 ","$62,150,000 ",Operating,Series B,"$20,000,000 ",2015-11-12
Protenus,2014-01-01,,6,2017-07-19,"$3,000,000 ","$8,400,000 ",Operating,Series A,"$4,000,000 ",2016-01-26
Protenus,2014-01-01,,6,2017-07-19,"$3,000,000 ","$8,400,000 ",Operating,Series A,"$3,000,000 ",2017-07-19
ProtoExchange,2012-10-12,2015-03-30,2,2013-08-06,"$118,000 ","$133,000 ",Closed,Seed,"$118,000 ",2013-08-06
ProudOnTV,2012-08-01,,1,2012-08-01,"$450,000 ","$450,000 ",Operating,Seed,"$450,000 ",2012-08-01
Provivi,2013-01-01,,2,2015-09-03,"$7,471,104 ","$8,471,104 ",Operating,Series A,"$7,471,104 ",2015-09-03
Prowl,2013-01-01,,2,2015-08-30,"$100,000 ","$175,000 ",Operating,Seed,"$75,000 ",2013-08-01
ProxToMe,2012-06-26,,2,2014-01-13,"$25,000 ","$725,000 ",Operating,Seed,"$700,000 ",2013-06-18
Proxy,2013-01-01,,2,2016-08-22,"$1,600,000 ","$3,200,000 ",Operating,Seed,"$1,600,000 ",2016-08-22
Proxy,2013-01-01,,2,2016-08-22,"$1,600,000 ","$3,200,000 ",Operating,Seed,"$1,600,000 ",2015-10-30
PsiKick,2012-06-16,,3,2015-12-18,"$16,500,000 ","$22,749,994 ",Operating,Series A,"$5,249,994 ",2014-11-25
PsiKick,2012-06-16,,3,2015-12-18,"$16,500,000 ","$22,749,994 ",Operating,Series B,"$16,500,000 ",2015-12-18
PsyQic,2012-02-01,,1,2012-06-01,"$15,000 ","$15,000 ",Operating,Seed,"$15,000 ",2012-06-01
Public Good Software,2013-05-01,,2,2015-01-28,"$1,600,000 ","$1,925,000 ",Operating,Seed,"$1,600,000 ",2015-01-28
PullRequest,2017-05-01,,1,2017-07-01,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2017-07-01
Pulpix,2014-05-01,,3,2017-01-13,"$850,000 ","$970,000 ",Operating,Seed,"$850,000 ",2017-01-13
Puls,2015-01-01,,3,2017-08-15,"$25,000,000 ","$43,000,000 ",Operating,Seed,"$3,000,000 ",2015-12-21
Puls,2015-01-01,,3,2017-08-15,"$25,000,000 ","$43,000,000 ",Operating,Series A,"$15,000,000 ",2016-08-18
Puls,2015-01-01,,3,2017-08-15,"$25,000,000 ","$43,000,000 ",Operating,Series B,"$25,000,000 ",2017-08-15
PulseBeat,2013-01-01,,1,2014-01-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2014-01-01
"Pure Chat, Inc.",2012-10-01,,1,2015-04-30,"$1,500,000 ","$1,500,000 ",Operating,Seed,"$1,500,000 ",2015-04-30
Pure Nootropics,2013-09-01,,1,2013-09-01,"$10,000 ","$10,000 ",Operating,Seed,"$10,000 ",2013-09-01
PureCarbon,2015-09-15,,1,2016-08-15,"$300,000 ","$300,000 ",Operating,Seed,"$300,000 ",2016-08-15
PureSpectrum,2016-01-01,,1,2016-08-11,"$1,600,000 ","$1,600,000 ",Operating,Series A,"$1,600,000 ",2016-08-11
PureWRX,2012-01-01,,3,2015-01-01,"$5,565,906 ","$6,065,906 ",Operating,Series A,"$500,000 ",2013-03-08
PureWRX,2012-01-01,,3,2015-01-01,"$5,565,906 ","$6,065,906 ",Operating,Series B,"$5,565,906 ",2015-01-01
Purigen Biosystems,2012-01-01,,4,2016-05-17,"$18,200,000 ","$32,241,856 ",Operating,Series A,"$18,200,000 ",2016-05-17
Purple,2012-01-01,,1,2012-09-01,"$28,000 ","$28,000 ",Operating,Seed,"$28,000 ",2012-09-01
Purple Squirrel,2015-01-01,,1,2017-03-21,"$2,700,000 ","$2,700,000 ",Operating,Seed,"$2,700,000 ",2017-03-21
PurposeMatch,2012-03-01,,3,2013-10-30,"$5,000 ","$170,000 ",Operating,Seed,"$5,000 ",2013-10-30
Purse,2014-04-01,,3,2015-12-07,"$1,000,000 ","$1,300,000 ",Operating,Seed,"$1,000,000 ",2015-12-07
Purse,2014-04-01,,3,2015-12-07,"$1,000,000 ","$1,300,000 ",Operating,Seed,"$300,000 ",2014-11-27
PushPage,2012-01-01,,1,2013-09-16,"$1,700,000 ","$1,700,000 ",Operating,Seed,"$1,700,000 ",2013-09-16
PushSpring,2013-01-01,,2,2015-07-28,"$5,025,000 ","$6,525,000 ",Operating,Series A,"$5,025,000 ",2015-07-28
Pyka,2016-01-01,,1,2017-07-01,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2017-07-01
Pypestream,2015-04-01,,4,2017-02-28,"$15,000,000 ","$22,459,237 ",Operating,Seed,"$2,000,000 ",2015-10-07
Pypestream,2015-04-01,,4,2017-02-28,"$15,000,000 ","$22,459,237 ",Operating,Series A,"$15,000,000 ",2017-02-28
QPID Health,2012-12-01,,2,2014-05-06,"$12,300,000 ","$16,700,000 ",Was Acquired,Series A,"$4,400,000 ",2013-03-20
QPID Health,2012-12-01,,2,2014-05-06,"$12,300,000 ","$16,700,000 ",Was Acquired,Series B,"$12,300,000 ",2014-05-06
QUALIA (formed QBC Holdings Inc. 2015),2015-12-28,,10,2016-02-16,"$5,500,000 ","$17,350,000 ",Operating,Series A,"$3,000,000 ",2008-05-04
QUALIA (formed QBC Holdings Inc. 2015),2015-12-28,,10,2016-02-16,"$5,500,000 ","$17,350,000 ",Operating,Series A,"$1,550,000 ",2008-10-29
QUALIA (formed QBC Holdings Inc. 2015),2015-12-28,,10,2016-02-16,"$5,500,000 ","$17,350,000 ",Operating,Series B,"$5,500,000 ",2016-02-16
QYOUTV,2013-01-01,,2,2015-09-28,"$10,400,000 ","$12,114,681 ",IPO,Seed,"$4,300,000 ",2013-01-01
QYOUTV,2013-01-01,,2,2015-09-28,"$10,400,000 ","$12,114,681 ",IPO,Series A,"$10,400,000 ",2015-09-28
"Qadium, Inc.",2012-05-01,,2,2016-06-05,"$20,000,000 ","$25,970,000 ",Operating,Seed,"$5,970,000 ",2015-08-20
"Qadium, Inc.",2012-05-01,,2,2016-06-05,"$20,000,000 ","$25,970,000 ",Operating,Series A,"$20,000,000 ",2016-06-05
Qapital,2012-01-01,,4,2017-02-01,"$12,000,000 ","$17,300,000 ",Operating,Seed,"$3,500,000 ",2016-02-09
Qapital,2012-01-01,,4,2017-02-01,"$12,000,000 ","$17,300,000 ",Operating,Series A,"$12,000,000 ",2017-02-01
Qatch Inc.,2015-05-01,,1,2015-10-01,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2015-10-01
Qbox.io,2012-05-01,,4,2015-08-26,"$2,400,000 ","$2,978,333 ",Operating,Seed,"$2,400,000 ",2015-08-26
Qeexo,2012-09-01,,3,2016-01-21,"$4,500,000 ","$7,400,000 ",Operating,Series A,"$2,900,000 ",2014-05-29
Qeexo,2012-09-01,,3,2016-01-21,"$4,500,000 ","$7,400,000 ",Operating,Series B,"$4,500,000 ",2016-01-21
Qieon Research,2015-03-01,,4,2017-05-25,"$21,000,000 ","$21,500,000 ",Operating,Seed,"$21,000,000 ",2017-05-25
Qikpix,2015-08-24,,1,2016-10-20,"$75,000 ","$75,000 ",Operating,Seed,"$75,000 ",2016-10-20
Qineqt,2013-03-01,,2,2016-12-16,"$1,300,000 ","$6,000,000 ",Operating,Series A,"$1,300,000 ",2016-12-16
Qlika,2012-01-01,,2,2013-10-23,"$1,700,000 ","$1,720,000 ",Was Acquired,Seed,"$20,000 ",2013-03-15
Qloo,2012-01-01,,4,2017-07-12,"$6,500,000 ","$14,000,000 ",Operating,Seed,"$1,600,000 ",2014-08-10
Qloo,2012-01-01,,4,2017-07-12,"$6,500,000 ","$14,000,000 ",Operating,Series A,"$4,500,000 ",2016-06-15
Qloo,2012-01-01,,4,2017-07-12,"$6,500,000 ","$14,000,000 ",Operating,Series B,"$6,500,000 ",2017-07-12
Qrativ,2017-01-01,,1,2017-07-14,"$8,300,000 ","$8,300,000 ",Operating,Series A,"$8,300,000 ",2017-07-14
Qrvey,2015-07-15,,1,2016-09-26,"$1,200,000 ","$1,200,000 ",Operating,Seed,"$1,200,000 ",2016-09-26
Quack,2014-07-14,2014-07-31,1,2014-07-18,"$20,000 ","$20,000 ",Closed,Seed,"$20,000 ",2014-07-18
Quaero,2014-01-01,,2,2015-08-24,"$1,500,000 ","$4,100,000 ",Was Acquired,Seed,"$2,600,000 ",2014-05-31
Quaero,2014-01-01,,2,2015-08-24,"$1,500,000 ","$4,100,000 ",Was Acquired,Seed,"$1,500,000 ",2015-08-24
QualMetrix,2012-01-01,,4,2015-06-10,"$5,000,000 ","$6,085,000 ",Operating,Series B,"$5,000,000 ",2015-06-10
"Qualia Labs, Inc",2015-01-01,,1,2015-09-30,"$7,000,000 ","$7,000,000 ",Operating,Series A,"$7,000,000 ",2015-09-30
Quality Renters,2015-01-01,,1,2015-01-01,"$20,000 ","$20,000 ",Closed,Seed,"$20,000 ",2015-01-01
Qualpay,2014-01-01,,1,2015-09-30,"$8,000,000 ","$8,000,000 ",Operating,Series A,"$8,000,000 ",2015-09-30
Quanergy Systems,2012-11-01,,4,2016-08-22,"$90,000,000 ","$135,308,960 ",Operating,Seed,"$4,499,960 ",2014-05-16
Quanergy Systems,2012-11-01,,4,2016-08-22,"$90,000,000 ","$135,308,960 ",Operating,Series A,"$40,000,000 ",2014-12-18
Quanergy Systems,2012-11-01,,4,2016-08-22,"$90,000,000 ","$135,308,960 ",Operating,Series B,"$90,000,000 ",2016-08-22
Quantifi,2016-01-01,,1,2017-06-06,"$2,300,000 ","$2,300,000 ",Operating,Seed,"$2,300,000 ",2017-06-06
Quantified Care,2014-01-01,,4,2016-11-07,"$1,120,000 ","$1,170,000 ",Operating,Seed,"$1,120,000 ",2016-11-07
Quantified Care,2014-01-01,,4,2016-11-07,"$1,120,000 ","$1,170,000 ",Operating,Seed,"$50,000 ",2014-01-10
Quantified Vapor,2014-01-01,,2,2016-05-01,"$50,000 ","$70,000 ",Closed,Seed,"$50,000 ",2016-05-01
Quantified Vapor,2014-01-01,,2,2016-05-01,"$50,000 ","$70,000 ",Closed,Seed,"$20,000 ",2016-03-01
Quanttus,2012-01-01,,2,2014-02-24,"$19,000,000 ","$22,000,000 ",Operating,Seed,"$3,000,000 ",2013-01-01
Quanttus,2012-01-01,,2,2014-02-24,"$19,000,000 ","$22,000,000 ",Operating,Series A,"$19,000,000 ",2014-02-24
Quantum Biosystems,2013-01-07,,2,2015-02-09,"$20,500,000 ","$24,300,000 ",Operating,Series A,"$3,800,000 ",2014-02-01
Quantum Biosystems,2013-01-07,,2,2015-02-09,"$20,500,000 ","$24,300,000 ",Operating,Series B,"$20,500,000 ",2015-02-09
Quartet,2014-01-01,,2,2016-04-14,"$40,000,000 ","$47,000,000 ",Operating,Series A,"$7,000,000 ",2015-03-02
Quartet,2014-01-01,,2,2016-04-14,"$40,000,000 ","$47,000,000 ",Operating,Series B,"$40,000,000 ",2016-04-14
Querium Corporation,2013-01-01,,6,2017-01-18,"$3,200,000 ","$6,225,000 ",Operating,Series A,"$800,000 ",2015-01-28
Querium Corporation,2013-01-01,,6,2017-01-18,"$3,200,000 ","$6,225,000 ",Operating,Series B,"$3,200,000 ",2017-01-18
Quest app,2013-01-01,,1,2014-01-26,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2014-01-26
Quettra,2013-01-01,,2,2014-08-08,"$2,900,000 ","$2,900,000 ",Was Acquired,Seed,"$2,900,000 ",2014-08-08
Queue,2012-01-01,,1,2012-01-01,"$400,000 ","$400,000 ",Was Acquired,Seed,"$400,000 ",2012-01-01
Quibb,2013-01-01,,1,2014-06-04,"$800,000 ","$800,000 ",Operating,Seed,"$800,000 ",2014-06-04
Quic,2017-01-01,,1,2014-04-10,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2014-04-10
QuickLaunch SSO,2013-01-01,,1,2014-08-26,"$2,000,000 ","$2,000,000 ",Operating,Series A,"$2,000,000 ",2014-08-26
QuickSolar,2014-01-01,,1,2012-03-01,"$50,000 ","$50,000 ",Operating,Seed,"$50,000 ",2012-03-01
Quickly,2013-01-01,,1,2015-05-05,"$7,000,000 ","$7,000,000 ",Operating,Series A,"$7,000,000 ",2015-05-05
Quidd,2015-05-20,,1,2017-03-07,"$6,750,000 ","$6,750,000 ",Operating,Seed,"$6,750,000 ",2017-03-07
QuikForce,2014-09-01,,1,2014-09-30,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2014-09-30
Quikly,2012-01-01,,6,2016-06-24,"$3,000,000 ","$5,613,396 ",Operating,Series A,"$1,022,820 ",2013-03-13
Quikly,2012-01-01,,6,2016-06-24,"$3,000,000 ","$5,613,396 ",Operating,Series A,"$250,000 ",2012-04-16
Quikly,2012-01-01,,6,2016-06-24,"$3,000,000 ","$5,613,396 ",Operating,Series A,"$200,000 ",2012-07-16
Quikly,2012-01-01,,6,2016-06-24,"$3,000,000 ","$5,613,396 ",Operating,Series B,"$570,576 ",2014-02-27
Quikly,2012-01-01,,6,2016-06-24,"$3,000,000 ","$5,613,396 ",Operating,Series B,"$570,000 ",2014-12-19
Quikly,2012-01-01,,6,2016-06-24,"$3,000,000 ","$5,613,396 ",Operating,Series C,"$3,000,000 ",2016-06-24
Quill,2013-01-01,,2,2015-02-01,"$18,000 ","$218,000 ",Operating,Seed,"$18,000 ",2015-02-01
Quilt,2016-12-16,,2,2017-08-01,"$550,000 ","$905,000 ",Operating,Seed,"$3,250,000 ",2016-07-14
Quilt,2016-12-16,,2,2017-08-01,"$550,000 ","$905,000 ",Operating,Seed,"$550,000 ",2017-08-01
Quilt,2016-12-16,,2,2017-08-01,"$550,000 ","$905,000 ",Operating,Seed,"$355,000 ",2017-02-20
Quilt,2015-10-01,,1,2016-07-14,"$3,250,000 ","$3,250,000 ",Operating,Seed,"$3,250,000 ",2016-07-14
Quilt,2015-10-01,,1,2016-07-14,"$3,250,000 ","$3,250,000 ",Operating,Seed,"$550,000 ",2017-08-01
Quilt,2015-10-01,,1,2016-07-14,"$3,250,000 ","$3,250,000 ",Operating,Seed,"$355,000 ",2017-02-20
Quip,2012-01-01,,2,2015-10-15,"$30,000,000 ","$45,000,000 ",Was Acquired,Series A,"$15,000,000 ",2013-07-30
Quip,2012-01-01,,2,2015-10-15,"$30,000,000 ","$45,000,000 ",Was Acquired,Series B,"$30,000,000 ",2015-10-15
"QuitAlert, Inc.",2016-10-10,,1,2017-05-10,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2017-05-10
Quiz On Tap,2014-10-06,,1,2014-10-06,"$5,000 ","$5,000 ",Operating,Seed,"$5,000 ",2014-10-06
Qumulo,2012-01-01,,5,2017-04-04,"$30,000,000 ","$129,300,000 ",Operating,Seed,"$2,300,000 ",2012-03-01
Qumulo,2012-01-01,,5,2017-04-04,"$30,000,000 ","$129,300,000 ",Operating,Series A,"$24,500,000 ",2012-11-20
Qumulo,2012-01-01,,5,2017-04-04,"$30,000,000 ","$129,300,000 ",Operating,Series B,"$40,000,000 ",2015-02-04
Qumulo,2012-01-01,,5,2017-04-04,"$30,000,000 ","$129,300,000 ",Operating,Series C,"$32,500,000 ",2016-06-02
Qumulo,2012-01-01,,5,2017-04-04,"$30,000,000 ","$129,300,000 ",Operating,Series C,"$30,000,000 ",2017-04-04
Quottly,2015-01-30,,1,2017-01-09,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2017-01-09
Qventus,2012-01-01,,5,2016-11-16,"$13,000,000 ","$15,120,000 ",Operating,Series A,"$13,000,000 ",2016-11-16
Qvivr,2014-01-01,,4,2017-01-31,"$5,000,000 ","$6,755,027 ",Operating,Series A,"$5,000,000 ",2017-01-31
Qwikwire,2013-10-08,,3,2016-10-03,"$335,000 ","$460,000 ",Operating,Seed,"$335,000 ",2016-10-03
Qzzr,2013-01-01,,2,2015-09-16,"$5,500,000 ","$8,130,000 ",Operating,Seed,"$2,630,000 ",2014-09-24
Qzzr,2013-01-01,,2,2015-09-16,"$5,500,000 ","$8,130,000 ",Operating,Series A,"$5,500,000 ",2015-09-16
R.e.d.d.,2014-01-01,,3,2017-06-06,"$750,000 ","$1,920,000 ",Operating,Series A,"$750,000 ",2017-06-06
RAREFORM,2012-01-01,,1,2012-01-01,"$150,000 ","$150,000 ",Operating,Seed,"$150,000 ",2012-01-01
RBC Signals,2015-07-01,,1,2017-03-29,"$1,500,000 ","$1,500,000 ",Operating,Seed,"$1,500,000 ",2017-03-29
RC Ski,2015-03-01,,1,2015-03-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2015-03-01
RDnote,2016-01-01,,1,2017-02-21,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2017-02-21
READY Robotics,2016-01-01,,1,2016-11-11,"$3,750,000 ","$3,750,000 ",Operating,Seed,"$3,750,000 ",2016-11-11
REBBL,2012-01-01,,2,2016-12-12,"$10,000,000 ","$14,000,000 ",Operating,Seed,"$4,000,000 ",2016-01-14
REBBL,2012-01-01,,2,2016-12-12,"$10,000,000 ","$14,000,000 ",Operating,Series D,"$10,000,000 ",2016-12-12
RECVUE,2016-01-01,,1,2017-08-18,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2017-08-18
REFILL,2015-06-25,,2,2016-11-23,"$200,000 ","$200,000 ",Operating,Seed,"$200,000 ",2016-11-23
RENTISH,2013-06-20,,1,2013-08-05,"$15,000 ","$15,000 ",Operating,Seed,"$15,000 ",2013-08-05
REPP,2012-06-02,,7,2014-01-07,"$250,000 ","$1,384,222 ",Operating,Seed,"$250,000 ",2014-01-07
REPP,2012-06-02,,7,2014-01-07,"$250,000 ","$1,384,222 ",Operating,Seed,"$50,000 ",2012-12-13
REPP,2012-06-02,,7,2014-01-07,"$250,000 ","$1,384,222 ",Operating,Seed,"$20,000 ",2012-07-01
REVMAX.io,2016-01-01,,1,2017-03-02,"$60,000 ","$60,000 ",Operating,Seed,"$60,000 ",2017-03-02
REX Computing,2013-01-01,,2,2015-07-21,"$1,250,000 ","$1,400,000 ",Operating,Seed,"$1,250,000 ",2015-07-21
RFPIO Inc.,2015-01-01,,2,2016-12-08,"$500,000 ","$2,000,000 ",Operating,Seed,"$500,000 ",2016-12-08
RIFT.io,2013-01-01,,2,2015-08-13,"$16,000,000 ","$24,000,000 ",Operating,Series A,"$16,000,000 ",2015-08-13
RIGS Inc,2013-05-13,,2,2017-07-03,"$100,000 ","$275,000 ",Operating,Seed,"$100,000 ",2017-07-03
ROAR for Good,2014-09-11,,2,2016-11-10,"$1,750,000 ","$1,900,000 ",Operating,Seed,"$1,750,000 ",2016-11-10
ROIKOI,2013-01-01,,1,2015-10-13,"$1,900,000 ","$1,900,000 ",Operating,Seed,"$1,900,000 ",2015-10-13
ROOY,2014-01-17,,1,2015-09-04,"$3,400,000 ","$3,400,000 ",Operating,Seed,"$3,400,000 ",2015-09-04
ROSTR,2013-07-01,,1,2013-08-29,"$50,000 ","$50,000 ",Operating,Seed,"$50,000 ",2013-08-29
ROWViGOR,2016-01-01,,1,2017-02-16,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2017-02-16
RPM Real Estate,2012-07-01,,1,2013-07-01,"$5,000 ","$5,000 ",Operating,Seed,"$5,000 ",2013-07-01
Rabt,2013-04-04,,3,2015-06-15,"$325,000 ","$665,000 ",Operating,Seed,"$325,000 ",2015-06-15
Race Yourself,2013-06-17,,2,2013-10-01,"$325,000 ","$332,500 ",Operating,Seed,"$325,000 ",2013-10-01
Race Yourself,2013-06-17,,2,2013-10-01,"$325,000 ","$332,500 ",Operating,Seed,"$7,500 ",2013-06-23
Rachio,2012-10-31,,7,2015-11-25,"$7,100,000 ","$10,500,000 ",Operating,Series A,"$7,100,000 ",2015-11-25
Rack Performance,2014-01-01,,1,2017-07-28,"$300,000 ","$300,000 ",Operating,Seed,"$300,000 ",2017-07-28
RadPad,2013-01-01,,5,2015-04-22,"$9,000,000 ","$12,800,000 ",Was Acquired,Seed,"$2,000,000 ",2014-08-12
RadPad,2013-01-01,,5,2015-04-22,"$9,000,000 ","$12,800,000 ",Was Acquired,Seed,"$600,000 ",2013-11-06
RadPad,2013-01-01,,5,2015-04-22,"$9,000,000 ","$12,800,000 ",Was Acquired,Series A,"$9,000,000 ",2015-04-22
Radario,2012-07-01,,2,2013-06-21,"$1,200,000 ","$1,450,000 ",Operating,Seed,"$250,000 ",2012-08-01
Radario,2012-07-01,,2,2013-06-21,"$1,200,000 ","$1,450,000 ",Operating,Series A,"$1,200,000 ",2013-06-21
Radd3,2015-12-15,,1,2016-07-13,"$2,200,000 ","$2,200,000 ",Operating,Series A,"$2,200,000 ",2016-07-13
Radial3D Inc.,2016-12-01,,1,2016-12-01,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2016-12-01
Radiant Entertainment,2013-01-01,,1,2015-06-25,"$4,500,000 ","$4,500,000 ",Was Acquired,Seed,"$4,500,000 ",2015-06-25
Radio Runt Inc.,2012-01-01,,1,2012-01-01,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2012-01-01
Radish,2014-01-01,,1,2015-04-01,"$1,800,000 ","$1,800,000 ",Operating,Seed,"$3,000,000 ",2017-01-31
Radish,2015-02-01,,1,2017-01-31,"$3,000,000 ","$3,000,000 ",Operating,Seed,"$3,000,000 ",2017-01-31
Radius8,2015-01-01,,2,2016-02-16,"$1,600,000 ","$2,393,000 ",Operating,Seed,"$1,600,000 ",2016-02-16
RaftOut,2013-02-18,,1,2013-02-28,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2013-02-28
RageOn!,2013-10-15,,2,2017-03-18,"$3,000,000 ","$3,000,000 ",Operating,Seed,"$3,000,000 ",2017-03-18
Rainforest QA,2012-06-01,,5,2016-02-17,"$12,000,000 ","$16,170,000 ",Operating,Seed,"$4,000,000 ",2015-02-10
Rainforest QA,2012-06-01,,5,2016-02-17,"$12,000,000 ","$16,170,000 ",Operating,Series A,"$12,000,000 ",2016-02-17
RaiseMe,2012-01-01,,3,2017-03-29,"$12,000,000 ","$16,500,000 ",Operating,Seed,"$4,500,000 ",2015-04-22
RaiseMe,2012-01-01,,3,2017-03-29,"$12,000,000 ","$16,500,000 ",Operating,Series A,"$12,000,000 ",2017-03-29
"Raken, Inc.",2014-01-01,,1,2017-03-03,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2017-03-03
Raklet,2013-01-01,,2,2016-06-13,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2016-06-13
Rally Fit,2013-01-01,,1,2014-07-19,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2014-07-19
RallyPoint,2012-04-01,,5,2015-12-28,"$5,000,000 ","$11,950,000 ",Operating,Seed,"$550,000 ",2012-04-01
RallyPoint,2012-04-01,,5,2015-12-28,"$5,000,000 ","$11,950,000 ",Operating,Series A,"$5,300,000 ",2013-10-25
RallyPoint,2012-04-01,,5,2015-12-28,"$5,000,000 ","$11,950,000 ",Operating,Series B,"$5,000,000 ",2015-12-28
Ramen,2014-01-01,,2,2014-11-17,"$268,420 ","$353,420 ",Operating,Seed,"$268,420 ",2014-11-17
Ran,2015-01-01,,1,2015-07-16,"$15,000,000 ","$15,000,000 ",Operating,Series A,"$15,000,000 ",2015-07-16
