Company Name,Company Name URL,Funding Type,Money Raised,Announced On Date
CONCIERGED MEDICAL,https://www.crunchbase.com/organization/concierged-medical-2,Seed,"$50,000 ",4/10/17
Concord,https://www.crunchbase.com/organization/concord-5,Seed,"$2,700,000 ",10/1/14
Concord,https://www.crunchbase.com/organization/concord-5,Series A,"$3,700,000 ",5/31/17
Concurix Corporation,https://www.crunchbase.com/organization/concurix-corporation,Seed,"$1,000,000 ",3/22/12
Conectric Networks,https://www.crunchbase.com/organization/conectric,Seed,"$716,000 ",4/6/17
Confer Technologies,https://www.crunchbase.com/organization/confer-technologies,Series A,"$8,000,000 ",1/15/14
Confer Technologies,https://www.crunchbase.com/organization/confer-technologies,Series B,"$17,000,000 ",11/2/15
Confide,https://www.crunchbase.com/organization/confide,Seed,"$1,900,000 ",2/4/14
Confident Cannabis,https://www.crunchbase.com/organization/confident-cannabis,Seed,"$3,000,000 ",8/27/15
Confirm.io,https://www.crunchbase.com/organization/confirm,Seed,"$4,000,000 ",6/30/15
Confluent,https://www.crunchbase.com/organization/confluent,Series A,"$6,900,000 ",11/6/14
Confluent,https://www.crunchbase.com/organization/confluent,Series B,"$24,000,000 ",7/8/15
Confluent,https://www.crunchbase.com/organization/confluent,Series C,"$50,000,000 ",3/7/17
Connect,https://www.crunchbase.com/organization/connect-com,Series A,"$10,300,000 ",12/10/14
Connectbright,https://www.crunchbase.com/organization/connectbright,Seed,"$28,000 ",7/1/12
ConnectedYard (pHin),https://www.crunchbase.com/organization/phin,Series A,"$7,000,000 ",12/2/16
Connectifier,https://www.crunchbase.com/organization/connectifier,Seed,"$1,600,000 ",8/20/12
Connectifier,https://www.crunchbase.com/organization/connectifier,Series A,"$4,099,999 ",6/16/15
Connectifier,https://www.crunchbase.com/organization/connectifier,Series B,"$6,000,000 ",10/27/15
Connectivity,https://www.crunchbase.com/organization/connectivity,Series A,"$10,350,000 ",4/24/14
connectRN,https://www.crunchbase.com/organization/connectrn,Seed,"$500,000 ",5/1/15
connectRN,https://www.crunchbase.com/organization/connectrn,Seed,"$100,000 ",1/22/15
Connex Business Engine,https://www.crunchbase.com/organization/connex-business-engine,Seed,"$250,000 ",6/1/16
Connoshoer,https://www.crunchbase.com/organization/connoshoer,Seed,"$100,000 ",4/8/13
Consano Medical Inc.,https://www.crunchbase.com/organization/consano-medical-inc,Series A,"$3,900,000 ",6/26/14
ConsejoSano,https://www.crunchbase.com/organization/consejosano-2,Series A,"$4,900,000 ",2/13/17
Consensium,https://www.crunchbase.com/organization/consensium,Seed,"$20,000 ",4/17/13
Consensus,https://www.crunchbase.com/organization/demochimp,Seed,"$2,800,000 ",4/9/15
Consensus,https://www.crunchbase.com/organization/demochimp,Series A,"$4,200,000 ",4/5/16
Consignd,https://www.crunchbase.com/organization/consignd,Seed,"$40,000 ",1/7/13
Consortia Health,https://www.crunchbase.com/organization/consortia-health,Seed,"$2,000,000 ",4/14/17
ConsortiEX,https://www.crunchbase.com/organization/consortiex,Series A,"$2,500,000 ",9/10/16
Conspire,https://www.crunchbase.com/organization/conspire,Series A,"$2,400,000 ",8/4/14
Constant Insight,https://www.crunchbase.com/organization/constant-insight,Seed,"$16,666 ",1/3/13
Constant Therapy,https://www.crunchbase.com/organization/constant-therapy,Series A,"$2,000,000 ",3/10/16
Constant Therapy,https://www.crunchbase.com/organization/constant-therapy,Series A,"$740,000 ",6/20/14
Constructor.io,https://www.crunchbase.com/organization/constructor-io,Seed,"$1,100,000 ",1/20/15
Consuldents,https://www.crunchbase.com/organization/consuldents,Seed,"$15,000 ",4/6/16
Contacts+,https://www.crunchbase.com/organization/contacts,Seed,"$1,000,000 ",10/5/12
ContainerShip,https://www.crunchbase.com/organization/containership,Seed,"$2,406,729 ",4/1/16
"Contap, Inc",https://www.crunchbase.com/organization/contap-inc,Seed,"$300,000 ",3/1/17
Content Analytics,https://www.crunchbase.com/organization/content-analytics,Seed,"$1,500,000 ",1/1/14
Content Analytics,https://www.crunchbase.com/organization/content-analytics,Series A,"$4,000,000 ",9/24/14
Content BLVD,https://www.crunchbase.com/organization/content-blvd,Seed,"$465,000 ",9/1/15
ContentDJ,https://www.crunchbase.com/organization/contentdj,Seed,"$40,000 ",3/31/12
ContentOro,https://www.crunchbase.com/organization/contentoro,Seed,"$450,000 ",11/11/15
Contessa Health,https://www.crunchbase.com/organization/contessa-health,Series A,"$3,500,000 ",12/2/15
Contessa Health,https://www.crunchbase.com/organization/contessa-health,Series B,"$6,999,959 ",10/11/16
Contigo Financial,https://www.crunchbase.com/organization/contigo-financial,Seed,"$15,000 ",8/27/12
Continuum Analytics,https://www.crunchbase.com/organization/continuum-analytics,Seed,"$1,500,000 ",8/14/12
Continuum Analytics,https://www.crunchbase.com/organization/continuum-analytics,Series A,"$39,500,000 ",7/22/15
Continuus Pharmaceuticals,https://www.crunchbase.com/organization/continuus-pharmaceuticals,Series A,"$2,463,659 ",6/18/14
Contiq Inc.,https://www.crunchbase.com/organization/contiq-inc,Seed,"$3,000,000 ",12/20/16
Contix,https://www.crunchbase.com/organization/contix,Seed,"$50,000 ",4/28/16
Contrail Systems,https://www.crunchbase.com/organization/contrail-systems,Series A,"$10,000,000 ",7/27/12
Contraline,https://www.crunchbase.com/organization/contraline,Seed,"$2,250,000 ",3/31/17
Contraqer,https://www.crunchbase.com/organization/contraqer,Seed,"$3,411,943 ",5/4/16
Contrast Security,https://www.crunchbase.com/organization/contrast-security,Series A,"$8,000,000 ",6/25/14
Contrast Security,https://www.crunchbase.com/organization/contrast-security,Series B,"$16,000,000 ",9/28/16
ContraVir Pharmaceuticals,https://www.crunchbase.com/organization/contravir-pharmaceuticals,Series A,"$9,000,000 ",10/15/14
"ControlUp, Inc",https://www.crunchbase.com/organization/controlup-inc,Series A,"$3,200,000 ",8/1/14
"ControlUp, Inc",https://www.crunchbase.com/organization/controlup-inc,Series B,"$10,000,000 ",3/28/17
Convercent,https://www.crunchbase.com/organization/convercent,Series A,"$10,200,000 ",1/29/13
Convercent,https://www.crunchbase.com/organization/convercent,Series B,"$10,000,000 ",10/24/13
Convercent,https://www.crunchbase.com/organization/convercent,Series C,"$11,000,000 ",6/7/16
Convercent,https://www.crunchbase.com/organization/convercent,Series C,"$10,000,000 ",2/10/17
Conversa Health,https://www.crunchbase.com/organization/conversa-health,Series A,"$8,000,000 ",5/17/17
Conversant Labs,https://www.crunchbase.com/organization/conversant-labs,Seed,"$25,000 ",7/3/14
Conversion Logic,https://www.crunchbase.com/organization/conversion-logic,Seed,"$4,000,000 ",4/8/15
Conversion Logic,https://www.crunchbase.com/organization/conversion-logic,Series A,"$9,000,000 ",3/8/17
Convessa,https://www.crunchbase.com/organization/convessa,Seed,"$100,000 ",6/12/17
Convey,https://www.crunchbase.com/organization/convey,Seed,"$2,800,000 ",1/5/15
Convey,https://www.crunchbase.com/organization/convey,Series A,"$4,500,000 ",6/29/16
Convo,https://www.crunchbase.com/organization/convo,Series A,"$5,000,000 ",9/16/13
Convox,https://www.crunchbase.com/organization/convox,Seed,"$120,000 ",9/1/15
Convoy,https://www.crunchbase.com/organization/convoy-3,Seed,"$2,500,000 ",10/26/15
Convoy,https://www.crunchbase.com/organization/convoy-3,Series A,"$16,000,000 ",3/23/16
Convoy,https://www.crunchbase.com/organization/convoy-3,Series B,"$62,000,000 ",7/25/17
Cookunity,https://www.crunchbase.com/organization/cookunity,Seed,"$1,000,000 ",12/23/16
Cooleaf,https://www.crunchbase.com/organization/cooleaf,Seed,"$425,000 ",2/1/16
Cooleaf,https://www.crunchbase.com/organization/cooleaf,Seed,"$375,000 ",4/2/13
CoolJonny Inc,https://www.crunchbase.com/organization/cooljonny-inc,Seed,"$500,000 ",1/10/16
Coopkanics,https://www.crunchbase.com/organization/coopkanics,Series A,"$3,000,000 ",7/7/13
"Copatient, Inc.",https://www.crunchbase.com/organization/copatient,Series A,"$3,600,000 ",6/25/14
COPIA,https://www.crunchbase.com/organization/copia-2,Seed,"$20,000 ",5/1/14
Copy Me That,https://www.crunchbase.com/organization/copy-me-that,Seed,"15,000",8/10/14
CopyRightNow,https://www.crunchbase.com/organization/copyrightnow,Seed,"$322,500 ",12/23/12
Copyrightys,https://www.crunchbase.com/organization/copyrightys,Seed,"$10,000 ",1/1/12
Cord Project,https://www.crunchbase.com/organization/cord-project,Seed,"$1,800,000 ",9/4/14
Cordata Healthcare Innovations,https://www.crunchbase.com/organization/cordata-healthcare-innovations,Series A,"$3,000,000 ",9/1/16
Cordial,https://www.crunchbase.com/organization/cordial,Seed,"$1,700,000 ",4/15/15
Cordial,https://www.crunchbase.com/organization/cordial,Series A,"$6,000,000 ",2/27/17
Core2 Group,https://www.crunchbase.com/organization/core2-group,Series A,"$4,342,000 ",9/2/14
Core2 Group,https://www.crunchbase.com/organization/core2-group,Series A,"$872,000 ",4/16/15
CoreBiome,https://www.crunchbase.com/organization/corebiome,Seed,"$800,000 ",7/10/17
Corelight,https://www.crunchbase.com/organization/corelight,Series A,"$9,200,000 ",7/18/17
CoreOS,https://www.crunchbase.com/organization/coreos,Series A,"$12,000,000 ",4/6/15
CoreOS,https://www.crunchbase.com/organization/coreos,Series A,"$8,000,000 ",6/30/14
CoreOS,https://www.crunchbase.com/organization/coreos,Series B,"$30,000,000 ",5/9/16
CorkCRM,https://www.crunchbase.com/organization/corkcrm,Seed,"$5,000 ",10/25/13
CORNAMI,https://www.crunchbase.com/organization/cornami,Series A,"$1,800,000 ",7/25/14
CORNAMI,https://www.crunchbase.com/organization/cornami,Series B,"$3,000,000 ",9/9/16
Cornershop,https://www.crunchbase.com/organization/cornershop,Seed,"$2,500,000 ",10/23/15
Cornershop,https://www.crunchbase.com/organization/cornershop,Seed,"$1,400,000 ",11/16/16
Cornershop,https://www.crunchbase.com/organization/cornershop,Series A,"$6,700,000 ",4/14/16
Cornershop,https://www.crunchbase.com/organization/cornershop,Series B,"$21,000,000 ",5/4/17
CORP80,https://www.crunchbase.com/organization/corp80,Seed,"$100,000 ",11/3/12
Corsica Innovations(LEAF),https://www.crunchbase.com/organization/leaf-4,Seed,"$2,504,795 ",8/7/17
Corsica Innovations(LEAF),https://www.crunchbase.com/organization/leaf-4,Seed,"$20,000 ",4/1/15
Cortex,https://www.crunchbase.com/organization/cortex-4,Seed,"$500,000 ",3/25/15
Cortexyme,https://www.crunchbase.com/organization/cortexyme,Series A,"$15,000,000 ",1/6/16
Corvidia,https://www.crunchbase.com/organization/corvidia,Series A,"$26,000,000 ",2/17/16
Corvus Pharmaceuticals,https://www.crunchbase.com/organization/corvus-pharmaceuticals,Series A,"$33,500,000 ",12/1/14
Corvus Pharmaceuticals,https://www.crunchbase.com/organization/corvus-pharmaceuticals,Series B,"$75,000,000 ",9/25/15
Cosmunity,https://www.crunchbase.com/organization/cosmunity,Seed,"$300,000 ",2/22/17
Cotap,https://www.crunchbase.com/organization/cotap,Series A,"$5,500,000 ",5/28/13
Cotap,https://www.crunchbase.com/organization/cotap,Series B,"$10,000,000 ",1/28/14
"Coterie, Inc.",https://www.crunchbase.com/organization/coterie-inc,Seed,"$1,500,000 ",9/21/12
Cotopaxi,https://www.crunchbase.com/organization/cotopaxi,Seed,"$3,000,000 ",7/22/14
Cotopaxi,https://www.crunchbase.com/organization/cotopaxi,Series A,"$6,500,000 ",3/24/15
Cotopaxi,https://www.crunchbase.com/organization/cotopaxi,Series B,"$11,000,000 ",2/10/17
Cotton Bureau,https://www.crunchbase.com/organization/cotton-bureau,Seed,"$500,000 ",9/21/16
Countable,https://www.crunchbase.com/organization/countable,Seed,"$2,000,000 ",3/15/17
CountBOX,https://www.crunchbase.com/organization/countbox,Seed,"700,000",6/21/16
Countdown,https://www.crunchbase.com/organization/countdown,Seed,"$18,000 ",6/1/13
Couple,https://www.crunchbase.com/organization/couple,Seed,"$4,200,000 ",5/2/12
Coupons Near Me,https://www.crunchbase.com/organization/coupons-near-me,Seed,"$10,000 ",1/8/13
Cour Pharmaceuticals Development,https://www.crunchbase.com/organization/cour-pharmaceuticals-development,Seed,"$16,977 ",4/23/13
coUrbanize,https://www.crunchbase.com/organization/courbanize,Seed,"$118,000 ",2/25/13
Coursera,https://www.crunchbase.com/organization/coursera,Series A,"$16,000,000 ",4/18/12
Coursera,https://www.crunchbase.com/organization/coursera,Series A,"$6,000,000 ",7/17/12
Coursera,https://www.crunchbase.com/organization/coursera,Series B,"$43,000,000 ",7/10/13
Coursera,https://www.crunchbase.com/organization/coursera,Series B,"$20,000,000 ",11/24/13
Coursera,https://www.crunchbase.com/organization/coursera,Series C,"$49,500,000 ",8/25/15
Coursera,https://www.crunchbase.com/organization/coursera,Series C,"$11,600,000 ",10/27/15
Coursera,https://www.crunchbase.com/organization/coursera,Series D,"$64,000,000 ",6/7/17
Coursmos,https://www.crunchbase.com/organization/coursmos,Seed,"$600,000 ",2/2/15
Court Buddy,https://www.crunchbase.com/organization/court-buddy,Seed,"$12,500 ",8/17/16
Court Innovations,https://www.crunchbase.com/organization/court-innovations,Series A,"$1,800,000 ",6/6/17
Cove,https://www.crunchbase.com/organization/cove-2,Series A,"$2,800,000 ",5/19/15
Cove Financial Group,https://www.crunchbase.com/organization/cove-financial-group,Series A,"$10,400,000 ",10/7/13
Cover,https://www.crunchbase.com/organization/cover-5,Seed,"$3,000,000 ",3/1/16
Cover,https://www.crunchbase.com/organization/pay-with-cover,Seed,"$1,500,000 ",5/8/13
Cover,https://www.crunchbase.com/organization/cover-5,Series A,"$8,000,000 ",7/13/17
Cover,https://www.crunchbase.com/organization/pay-with-cover,Series A,"$5,500,000 ",7/10/14
Cover Lockscreen,https://www.crunchbase.com/organization/cover-lockscreen,Seed,"$1,700,000 ",3/1/13
"Cover Technologies, Inc.",https://www.crunchbase.com/organization/cover-technologies-inc,Seed,"$1,600,000 ",5/9/17
Covered Insurance,https://www.crunchbase.com/organization/covered-2,Seed,"$700,000 ",6/27/17
"Coversant, Inc.",https://www.crunchbase.com/organization/coversant-inc,Seed,"$1,700,000 ",6/1/12
CoverWallet,https://www.crunchbase.com/organization/coverwallet,Series A,"$7,800,000 ",11/17/16
Covetly,https://www.crunchbase.com/organization/covetly,Seed,"$120,000 ",7/1/17
Cowlar,https://www.crunchbase.com/organization/cowlar,Seed,"$50,000 ",8/15/16
Cozy,https://www.crunchbase.com/organization/cozy,Seed,"$1,500,000 ",10/4/12
Cozy,https://www.crunchbase.com/organization/cozy,Series A,"$5,000,000 ",10/15/13
Cozy,https://www.crunchbase.com/organization/cozy,Series A,"$3,400,000 ",8/21/15
Cozy,https://www.crunchbase.com/organization/cozy,Series B,"$8,500,000 ",8/30/16
cQuant.io,https://www.crunchbase.com/organization/cquant-io,Seed,"$200,000 ",8/3/17
Crate.io Inc.,https://www.crunchbase.com/organization/crate-technology,Seed,"2,600,000",11/1/15
Crate.io Inc.,https://www.crunchbase.com/organization/crate-technology,Seed,"2,500,000",7/1/16
Cratejoy,https://www.crunchbase.com/organization/cratejoy,Series A,"$4,000,000 ",10/14/14
Crayon,https://www.crunchbase.com/organization/crayon-2,Seed,"$3,350,000 ",11/10/16
Crayon,https://www.crunchbase.com/organization/crayon-2,Seed,"$1,500,000 ",4/30/15
CreatorBox,https://www.crunchbase.com/organization/creatorbox,Seed,"$20,000 ",7/24/14
Creators Media,https://www.crunchbase.com/organization/moviepilot,Series B,"$16,000,000 ",9/15/15
Creators Media,https://www.crunchbase.com/organization/moviepilot,Series B,"$7,000,000 ",7/1/12
Credible,https://www.crunchbase.com/organization/credible,Seed,"$500,000 ",2/28/14
Credible,https://www.crunchbase.com/organization/credible,Series A,"$11,601,880 ",10/7/15
Credible,https://www.crunchbase.com/organization/credible,Series B,"$10,000,000 ",1/18/17
CrediFi,https://www.crunchbase.com/organization/credifi,Series A,"$2,000,000 ",2/15/14
CrediFi,https://www.crunchbase.com/organization/credifi,Series B,"$13,000,000 ",2/13/17
CrediFi,https://www.crunchbase.com/organization/credifi,Series B,"$8,000,000 ",4/11/15
Credit Fair-E,https://www.crunchbase.com/organization/credit-fair-e,Seed,"$15,000 ",3/1/15
CreditShop,https://www.crunchbase.com/organization/creditshop,Seed,"$4,450,000 ",3/1/14
CreditShop,https://www.crunchbase.com/organization/creditshop,Series A,"$35,000,000 ",1/22/15
CredSimple,https://www.crunchbase.com/organization/credsimple,Seed,"$2,738,150 ",7/2/15
CredSimple,https://www.crunchbase.com/organization/credsimple,Seed,"$2,000,000 ",11/24/16
CredSimple,https://www.crunchbase.com/organization/credsimple,Seed,"$20,000 ",9/26/13
CrenT,https://www.crunchbase.com/organization/crent,Seed,"$750,000 ",12/9/16
Crew,https://www.crunchbase.com/organization/crew-3,Seed,"$1,900,000 ",5/4/17
Crew,https://www.crunchbase.com/organization/crew-3,Series A,"$8,000,000 ",5/4/17
Crew,https://www.crunchbase.com/organization/crew-3,Series B,"$15,000,000 ",5/4/17
CREXi,https://www.crunchbase.com/organization/crexi,Seed,"$4,300,000 ",2/25/16
Cribspot,https://www.crunchbase.com/organization/cribspot,Seed,"$1,750,000 ",6/1/16
Cricket Health,https://www.crunchbase.com/organization/crickethealth,Seed,"$2,600,000 ",1/28/16
Cricket Health,https://www.crunchbase.com/organization/crickethealth,Seed,"$120,000 ",5/30/15
Criptext,https://www.crunchbase.com/organization/criptext,Seed,"$600,000 ",6/1/15
Crisis Text Line,https://www.crunchbase.com/organization/crisis-text-line,Series B,"$23,800,000 ",6/15/16
Crispy Driven Pixels,https://www.crunchbase.com/organization/crispy-driven-pixels,Seed,"$25,000 ",1/21/14
"CRIXlabs, Inc. (DBA Quantified Skin)",https://www.crunchbase.com/organization/crix-labs,Seed,"$100,000 ",6/6/13
